id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,image_path
25797,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025797.jpg
25798,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025798.jpg
25799,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025799.jpg
25800,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025800.jpg
25801,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025801.jpg
25802,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025802.jpg
25803,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025803.jpg
25804,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025804.jpg
25805,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025805.jpg
25806,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025806.jpg
25807,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025807.jpg
25808,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025808.jpg
25809,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025809.jpg
25810,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025810.jpg
25811,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025811.jpg
25812,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025812.jpg
25813,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025813.jpg
25814,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025814.jpg
25815,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025815.jpg
25816,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025816.jpg
25817,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025817.jpg
25818,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025818.jpg
25819,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025819.jpg
25820,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025820.jpg
25821,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025821.jpg
25822,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025822.jpg
25823,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025823.jpg
25824,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,no attr,./../Data/train_images/025824.jpg
25825,Kurtis,9,green,straight,calf length,daily,default,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025825.jpg
25826,Kurtis,9,black,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025826.jpg
25827,Kurtis,9,black,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025827.jpg
25828,Kurtis,9,black,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025828.jpg
25829,Kurtis,9,black,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025829.jpg
25830,Kurtis,9,black,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025830.jpg
25831,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025831.jpg
25832,Kurtis,9,red,straight,knee length,daily,net,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025832.jpg
25833,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025833.jpg
25834,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025834.jpg
25835,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025835.jpg
25836,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025836.jpg
25837,Kurtis,9,pink,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025837.jpg
25838,Kurtis,9,black,a-line,calf length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025838.jpg
25839,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025839.jpg
25840,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025840.jpg
25841,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025841.jpg
25842,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025842.jpg
25843,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025843.jpg
25844,Kurtis,9,maroon,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025844.jpg
25845,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025845.jpg
25846,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025846.jpg
25847,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025847.jpg
25848,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025848.jpg
25849,Kurtis,9,navy blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025849.jpg
25850,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025850.jpg
25851,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025851.jpg
25852,Kurtis,9,maroon,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025852.jpg
25853,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,no attr,./../Data/train_images/025853.jpg
25854,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025854.jpg
25855,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,no attr,./../Data/train_images/025855.jpg
25856,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,no attr,./../Data/train_images/025856.jpg
25857,Kurtis,9,black,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025857.jpg
25858,Kurtis,9,green,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025858.jpg
25859,Kurtis,9,purple,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025859.jpg
25860,Kurtis,9,grey,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025860.jpg
25861,Kurtis,9,yellow,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025861.jpg
25862,Kurtis,9,pink,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025862.jpg
25863,Kurtis,9,green,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025863.jpg
25864,Kurtis,9,red,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025864.jpg
25865,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025865.jpg
25866,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025866.jpg
25867,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,no attr,./../Data/train_images/025867.jpg
25868,Kurtis,9,green,straight,calf length,party,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025868.jpg
25869,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,no attr,./../Data/train_images/025869.jpg
25870,Kurtis,9,blue,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025870.jpg
25871,Kurtis,9,yellow,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025871.jpg
25872,Kurtis,9,yellow,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025872.jpg
25873,Kurtis,9,purple,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025873.jpg
25874,Kurtis,9,pink,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025874.jpg
25875,Kurtis,9,maroon,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025875.jpg
25876,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025876.jpg
25877,Kurtis,9,red,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025877.jpg
25878,Kurtis,9,white,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025878.jpg
25879,Kurtis,9,navy blue,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025879.jpg
25880,Kurtis,9,black,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025880.jpg
25881,Kurtis,9,pink,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025881.jpg
25882,Kurtis,9,multicolor,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025882.jpg
25883,Kurtis,9,pink,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025883.jpg
25884,Kurtis,9,blue,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025884.jpg
25885,Kurtis,9,green,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025885.jpg
25886,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025886.jpg
25887,Kurtis,9,red,straight,knee length,daily,net,default,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025887.jpg
25888,Kurtis,9,maroon,straight,calf length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025888.jpg
25889,Kurtis,9,black,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025889.jpg
25890,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025890.jpg
25891,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025891.jpg
25892,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025892.jpg
25893,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025893.jpg
25894,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025894.jpg
25895,Kurtis,9,red,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025895.jpg
25896,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025896.jpg
25897,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025897.jpg
25898,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025898.jpg
25899,Kurtis,9,green,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025899.jpg
25900,Kurtis,9,blue,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025900.jpg
25901,Kurtis,9,purple,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025901.jpg
25902,Kurtis,9,red,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025902.jpg
25903,Kurtis,9,green,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025903.jpg
25904,Kurtis,9,grey,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025904.jpg
25905,Kurtis,9,yellow,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025905.jpg
25906,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025906.jpg
25907,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025907.jpg
25908,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025908.jpg
25909,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025909.jpg
25910,Kurtis,9,maroon,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025910.jpg
25911,Kurtis,9,navy blue,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025911.jpg
25912,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025912.jpg
25913,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025913.jpg
25914,Kurtis,9,black,straight,knee length,daily,net,default,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025914.jpg
25915,Kurtis,9,red,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025915.jpg
25916,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025916.jpg
25917,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025917.jpg
25918,Kurtis,9,black,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025918.jpg
25919,Kurtis,9,navy blue,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025919.jpg
25920,Kurtis,9,green,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025920.jpg
25921,Kurtis,9,black,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025921.jpg
25922,Kurtis,9,black,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025922.jpg
25923,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025923.jpg
25924,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025924.jpg
25925,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025925.jpg
25926,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025926.jpg
25927,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025927.jpg
25928,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025928.jpg
25929,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025929.jpg
25930,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025930.jpg
25931,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025931.jpg
25932,Kurtis,9,red,a-line,knee length,daily,default,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025932.jpg
25933,Kurtis,9,blue,straight,knee length,daily,net,solid,solid,short sleeves,sleeveless,no attr,./../Data/train_images/025933.jpg
25934,Kurtis,9,navy blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025934.jpg
25935,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025935.jpg
25936,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025936.jpg
25937,Kurtis,9,black,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025937.jpg
25938,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,no attr,./../Data/train_images/025938.jpg
25939,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,no attr,./../Data/train_images/025939.jpg
25940,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,no attr,./../Data/train_images/025940.jpg
25941,Kurtis,9,red,straight,knee length,daily,net,default,default,short sleeves,regular,no attr,./../Data/train_images/025941.jpg
25942,Kurtis,9,blue,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025942.jpg
25943,Kurtis,9,purple,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025943.jpg
25944,Kurtis,9,black,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025944.jpg
25945,Kurtis,9,purple,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025945.jpg
25946,Kurtis,9,maroon,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025946.jpg
25947,Kurtis,9,green,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025947.jpg
25948,Kurtis,9,white,straight,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025948.jpg
25949,Kurtis,9,multicolor,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025949.jpg
25950,Kurtis,9,blue,a-line,calf length,daily,default,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025950.jpg
25951,Kurtis,9,black,a-line,knee length,party,default,default,default,short sleeves,regular,no attr,./../Data/train_images/025951.jpg
25952,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025952.jpg
25953,Kurtis,9,pink,a-line,knee length,party,default,default,default,short sleeves,regular,no attr,./../Data/train_images/025953.jpg
25954,Kurtis,9,black,a-line,knee length,party,default,default,default,short sleeves,regular,no attr,./../Data/train_images/025954.jpg
25955,Kurtis,9,blue,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025955.jpg
25956,Kurtis,9,red,a-line,calf length,party,default,solid,solid,sleeveless,sleeveless,no attr,./../Data/train_images/025956.jpg
25957,Kurtis,9,green,straight,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025957.jpg
25958,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025958.jpg
25959,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025959.jpg
25960,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025960.jpg
25961,Kurtis,9,maroon,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025961.jpg
25962,Kurtis,9,black,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025962.jpg
25963,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025963.jpg
25964,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025964.jpg
25965,Kurtis,9,maroon,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025965.jpg
25966,Kurtis,9,blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025966.jpg
25967,Kurtis,9,black,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025967.jpg
25968,Kurtis,9,white,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025968.jpg
25969,Kurtis,9,red,straight,knee length,daily,net,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025969.jpg
25970,Kurtis,9,green,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025970.jpg
25971,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025971.jpg
25972,Kurtis,9,black,a-line,knee length,party,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025972.jpg
25973,Kurtis,9,white,a-line,calf length,daily,default,default,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025973.jpg
25974,Kurtis,9,blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025974.jpg
25975,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025975.jpg
25976,Kurtis,9,black,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025976.jpg
25977,Kurtis,9,green,a-line,calf length,daily,default,default,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025977.jpg
25978,Kurtis,9,blue,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025978.jpg
25979,Kurtis,9,navy blue,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025979.jpg
25980,Kurtis,9,black,straight,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025980.jpg
25981,Kurtis,9,black,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025981.jpg
25982,Kurtis,9,red,straight,knee length,party,net,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025982.jpg
25983,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,no attr,./../Data/train_images/025983.jpg
25984,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,no attr,./../Data/train_images/025984.jpg
25985,Kurtis,9,maroon,straight,knee length,daily,net,default,default,short sleeves,regular,no attr,./../Data/train_images/025985.jpg
25986,Kurtis,9,black,straight,knee length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025986.jpg
25987,Kurtis,9,black,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025987.jpg
25988,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025988.jpg
25989,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,sleeveless,no attr,./../Data/train_images/025989.jpg
25990,Kurtis,9,red,a-line,knee length,daily,net,solid,solid,short sleeves,regular,no attr,./../Data/train_images/025990.jpg
25991,Kurtis,9,black,a-line,knee length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025991.jpg
25992,Kurtis,9,pink,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025992.jpg
25993,Kurtis,9,navy blue,a-line,calf length,daily,net,solid,solid,three-quarter sleeves,regular,no attr,./../Data/train_images/025993.jpg
25994,Kurtis,9,grey,a-line,calf length,daily,default,default,default,three-quarter sleeves,regular,no attr,./../Data/train_images/025994.jpg
25995,Kurtis,9,navy blue,straight,knee length,daily,net,default,default,short sleeves,regular,no attr,./../Data/train_images/025995.jpg
25996,Kurtis,9,black,straight,knee length,daily,net,default,default,short sleeves,regular,no attr,./../Data/train_images/025996.jpg
