id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,image_path
32671,Women Tshirts,8,default,regular,crop,printed,quirky,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032671.jpg
32672,Women Tshirts,8,maroon,regular,regular,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032672.jpg
32673,Women Tshirts,8,default,loose,long,solid,solid,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032673.jpg
32674,Women Tshirts,8,black,loose,long,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032674.jpg
32675,Women Tshirts,8,black,loose,long,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032675.jpg
32676,Women Tshirts,8,maroon,regular,regular,default,default,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032676.jpg
32677,Women Tshirts,8,black,regular,regular,default,default,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032677.jpg
32678,Women Tshirts,8,black,loose,long,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032678.jpg
32679,Women Tshirts,8,pink,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032679.jpg
32680,Women Tshirts,8,yellow,boxy,crop,printed,graphic,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032680.jpg
32681,Women Tshirts,8,black,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032681.jpg
32682,Women Tshirts,8,black,loose,long,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032682.jpg
32683,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032683.jpg
32684,Women Tshirts,8,default,regular,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032684.jpg
32685,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032685.jpg
32686,Women Tshirts,8,yellow,loose,long,solid,solid,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032686.jpg
32687,Women Tshirts,8,default,boxy,crop,printed,graphic,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032687.jpg
32688,Women Tshirts,8,yellow,loose,long,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032688.jpg
32689,Women Tshirts,8,maroon,loose,crop,printed,quirky,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032689.jpg
32690,Women Tshirts,8,default,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032690.jpg
32691,Women Tshirts,8,multicolor,regular,regular,default,default,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032691.jpg
32692,Women Tshirts,8,pink,boxy,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032692.jpg
32693,Women Tshirts,8,pink,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032693.jpg
32694,Women Tshirts,8,black,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032694.jpg
32695,Women Tshirts,8,black,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032695.jpg
32696,Women Tshirts,8,default,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032696.jpg
32697,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032697.jpg
32698,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032698.jpg
32699,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032699.jpg
32700,Women Tshirts,8,multicolor,regular,regular,default,default,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032700.jpg
32701,Women Tshirts,8,yellow,regular,crop,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032701.jpg
32702,Women Tshirts,8,pink,loose,long,solid,solid,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032702.jpg
32703,Women Tshirts,8,black,regular,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032703.jpg
32704,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032704.jpg
32705,Women Tshirts,8,black,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032705.jpg
32706,Women Tshirts,8,default,boxy,crop,printed,quirky,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032706.jpg
32707,Women Tshirts,8,default,regular,regular,solid,solid,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032707.jpg
32708,Women Tshirts,8,default,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032708.jpg
32709,Women Tshirts,8,multicolor,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032709.jpg
32710,Women Tshirts,8,black,loose,long,default,default,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032710.jpg
32711,Women Tshirts,8,default,regular,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032711.jpg
32712,Women Tshirts,8,default,loose,long,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032712.jpg
32713,Women Tshirts,8,black,regular,crop,printed,quirky,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032713.jpg
32714,Women Tshirts,8,black,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032714.jpg
32715,Women Tshirts,8,default,loose,long,printed,quirky,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032715.jpg
32716,Women Tshirts,8,black,regular,crop,solid,solid,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032716.jpg
32717,Women Tshirts,8,yellow,regular,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032717.jpg
32718,Women Tshirts,8,yellow,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032718.jpg
32719,Women Tshirts,8,default,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032719.jpg
32720,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032720.jpg
32721,Women Tshirts,8,black,regular,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032721.jpg
32722,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032722.jpg
32723,Women Tshirts,8,multicolor,regular,regular,default,default,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032723.jpg
32724,Women Tshirts,8,yellow,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032724.jpg
32725,Women Tshirts,8,yellow,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032725.jpg
32726,Women Tshirts,8,multicolor,regular,regular,default,default,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032726.jpg
32727,Women Tshirts,8,multicolor,regular,regular,default,default,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032727.jpg
32728,Women Tshirts,8,multicolor,regular,regular,default,default,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032728.jpg
32729,Women Tshirts,8,black,boxy,crop,printed,graphic,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032729.jpg
32730,Women Tshirts,8,maroon,regular,regular,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032730.jpg
32731,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032731.jpg
32732,Women Tshirts,8,black,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032732.jpg
32733,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032733.jpg
32734,Women Tshirts,8,pink,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032734.jpg
32735,Women Tshirts,8,maroon,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032735.jpg
32736,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032736.jpg
32737,Women Tshirts,8,yellow,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032737.jpg
32738,Women Tshirts,8,black,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032738.jpg
32739,Women Tshirts,8,yellow,boxy,crop,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032739.jpg
32740,Women Tshirts,8,yellow,boxy,crop,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032740.jpg
32741,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032741.jpg
32742,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032742.jpg
32743,Women Tshirts,8,default,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032743.jpg
32744,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032744.jpg
32745,Women Tshirts,8,default,boxy,regular,printed,funky print,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032745.jpg
32746,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032746.jpg
32747,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032747.jpg
32748,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032748.jpg
32749,Women Tshirts,8,black,loose,long,solid,solid,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032749.jpg
32750,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032750.jpg
32751,Women Tshirts,8,maroon,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032751.jpg
32752,Women Tshirts,8,pink,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032752.jpg
32753,Women Tshirts,8,yellow,loose,long,default,default,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032753.jpg
32754,Women Tshirts,8,yellow,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032754.jpg
32755,Women Tshirts,8,yellow,loose,long,default,default,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032755.jpg
32756,Women Tshirts,8,multicolor,regular,long,default,default,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032756.jpg
32757,Women Tshirts,8,default,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032757.jpg
32758,Women Tshirts,8,black,regular,regular,solid,solid,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032758.jpg
32759,Women Tshirts,8,default,regular,crop,solid,solid,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032759.jpg
32760,Women Tshirts,8,maroon,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032760.jpg
32761,Women Tshirts,8,default,regular,crop,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032761.jpg
32762,Women Tshirts,8,default,regular,crop,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032762.jpg
32763,Women Tshirts,8,default,regular,crop,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032763.jpg
32764,Women Tshirts,8,multicolor,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032764.jpg
32765,Women Tshirts,8,multicolor,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032765.jpg
32766,Women Tshirts,8,default,loose,long,printed,typography,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032766.jpg
32767,Women Tshirts,8,multicolor,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032767.jpg
32768,Women Tshirts,8,yellow,regular,crop,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032768.jpg
32769,Women Tshirts,8,black,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032769.jpg
32770,Women Tshirts,8,black,regular,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032770.jpg
32771,Women Tshirts,8,pink,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032771.jpg
32772,Women Tshirts,8,default,regular,crop,solid,solid,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032772.jpg
32773,Women Tshirts,8,default,loose,long,solid,solid,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032773.jpg
32774,Women Tshirts,8,black,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032774.jpg
32775,Women Tshirts,8,pink,loose,long,printed,typography,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032775.jpg
32776,Women Tshirts,8,default,loose,long,printed,typography,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032776.jpg
32777,Women Tshirts,8,yellow,loose,long,default,default,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032777.jpg
32778,Women Tshirts,8,default,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032778.jpg
32779,Women Tshirts,8,default,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032779.jpg
32780,Women Tshirts,8,default,boxy,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032780.jpg
32781,Women Tshirts,8,default,loose,long,solid,solid,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032781.jpg
32782,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032782.jpg
32783,Women Tshirts,8,yellow,regular,crop,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032783.jpg
32784,Women Tshirts,8,multicolor,regular,regular,default,default,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032784.jpg
32785,Women Tshirts,8,black,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032785.jpg
32786,Women Tshirts,8,pink,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032786.jpg
32787,Women Tshirts,8,yellow,boxy,crop,printed,quirky,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032787.jpg
32788,Women Tshirts,8,maroon,boxy,crop,printed,graphic,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032788.jpg
32789,Women Tshirts,8,pink,boxy,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032789.jpg
32790,Women Tshirts,8,black,boxy,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032790.jpg
32791,Women Tshirts,8,maroon,loose,long,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032791.jpg
32792,Women Tshirts,8,pink,loose,long,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032792.jpg
32793,Women Tshirts,8,black,regular,crop,solid,quirky,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032793.jpg
32794,Women Tshirts,8,yellow,regular,crop,solid,solid,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032794.jpg
32795,Women Tshirts,8,multicolor,loose,long,default,default,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032795.jpg
32796,Women Tshirts,8,pink,loose,long,printed,funky print,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032796.jpg
32797,Women Tshirts,8,black,loose,long,solid,solid,short sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032797.jpg
32798,Women Tshirts,8,black,regular,regular,solid,solid,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032798.jpg
32799,Women Tshirts,8,pink,regular,crop,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032799.jpg
32800,Women Tshirts,8,black,regular,regular,printed,graphic,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032800.jpg
32801,Women Tshirts,8,default,boxy,regular,printed,default,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032801.jpg
32802,Women Tshirts,8,default,boxy,regular,printed,default,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032802.jpg
32803,Women Tshirts,8,default,boxy,regular,printed,default,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032803.jpg
32804,Women Tshirts,8,default,boxy,regular,printed,default,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032804.jpg
32805,Women Tshirts,8,default,boxy,regular,printed,default,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032805.jpg
32806,Women Tshirts,8,default,boxy,regular,printed,default,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032806.jpg
32807,Women Tshirts,8,maroon,boxy,regular,printed,default,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032807.jpg
32808,Women Tshirts,8,black,boxy,regular,printed,default,long sleeves,regular sleeves,default,no attr,no attr,./../Data/train_images/032808.jpg
32809,Women Tshirts,8,yellow,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,default,no attr,no attr,./../Data/train_images/032809.jpg
32810,Women Tshirts,8,default,regular,crop,printed,funky print,default,regular sleeves,default,no attr,no attr,./../Data/train_images/032810.jpg
