id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,image_path
51435,Women Tops & Tunics,10,navy blue,regular,crop,v-neck,casual,printed,default,short sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051435.jpg
51436,Women Tops & Tunics,10,black,regular,crop,round neck,casual,default,solid,long sleeves,regular sleeves,default,./../Data/train_images/051436.jpg
51437,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051437.jpg
51438,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,knitted,./../Data/train_images/051438.jpg
51439,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,short sleeves,default,tie-ups,./../Data/train_images/051439.jpg
51440,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051440.jpg
51441,Women Tops & Tunics,10,green,default,regular,high,casual,solid,solid,long sleeves,regular sleeves,default,./../Data/train_images/051441.jpg
51442,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted,./../Data/train_images/051442.jpg
51443,Women Tops & Tunics,10,black,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051443.jpg
51444,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051444.jpg
51445,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,knitted,./../Data/train_images/051445.jpg
51446,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted,./../Data/train_images/051446.jpg
51447,Women Tops & Tunics,10,maroon,fitted,crop,high,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051447.jpg
51448,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted,./../Data/train_images/051448.jpg
51449,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,knitted,./../Data/train_images/051449.jpg
51450,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,floral,long sleeves,regular sleeves,knitted,./../Data/train_images/051450.jpg
51451,Women Tops & Tunics,10,red,fitted,regular,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051451.jpg
51452,Women Tops & Tunics,10,white,fitted,crop,v-neck,party,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051452.jpg
51453,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,printed,solid,three-quarter sleeves,regular sleeves,default,./../Data/train_images/051453.jpg
51454,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051454.jpg
51455,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,default,knitted,./../Data/train_images/051455.jpg
51456,Women Tops & Tunics,10,maroon,boxy,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051456.jpg
51457,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051457.jpg
51458,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,default,short sleeves,regular sleeves,knitted,./../Data/train_images/051458.jpg
51459,Women Tops & Tunics,10,maroon,fitted,crop,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051459.jpg
51460,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,knitted,./../Data/train_images/051460.jpg
51461,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051461.jpg
51462,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051462.jpg
51463,Women Tops & Tunics,10,navy blue,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,default,knitted,./../Data/train_images/051463.jpg
51464,Women Tops & Tunics,10,white,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051464.jpg
51465,Women Tops & Tunics,10,blue,fitted,regular,high,casual,solid,solid,short sleeves,default,knitted,./../Data/train_images/051465.jpg
51466,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,tie-ups,./../Data/train_images/051466.jpg
51467,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,knitted,./../Data/train_images/051467.jpg
51468,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups,./../Data/train_images/051468.jpg
51469,Women Tops & Tunics,10,white,default,crop,default,casual,solid,solid,sleeveless,regular sleeves,knitted,./../Data/train_images/051469.jpg
51470,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,printed,default,long sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051470.jpg
51471,Women Tops & Tunics,10,white,fitted,crop,v-neck,casual,solid,solid,short sleeves,default,knitted,./../Data/train_images/051471.jpg
51472,Women Tops & Tunics,10,white,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051472.jpg
51473,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted,./../Data/train_images/051473.jpg
51474,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,long sleeves,puff sleeves,knitted,./../Data/train_images/051474.jpg
51475,Women Tops & Tunics,10,red,fitted,crop,sweetheart neck,casual,solid,solid,long sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051475.jpg
51476,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,default,default,./../Data/train_images/051476.jpg
51477,Women Tops & Tunics,10,white,default,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051477.jpg
51478,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,solid,sleeveless,regular sleeves,default,./../Data/train_images/051478.jpg
51479,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051479.jpg
51480,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,graphic,long sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051480.jpg
51481,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,knitted,./../Data/train_images/051481.jpg
51482,Women Tops & Tunics,10,maroon,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,knitted,./../Data/train_images/051482.jpg
51483,Women Tops & Tunics,10,green,default,regular,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,default,./../Data/train_images/051483.jpg
51484,Women Tops & Tunics,10,default,fitted,crop,square neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051484.jpg
51485,Women Tops & Tunics,10,black,regular,regular,round neck,casual,default,default,long sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051485.jpg
51486,Women Tops & Tunics,10,maroon,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051486.jpg
51487,Women Tops & Tunics,10,black,fitted,regular,default,casual,solid,default,three-quarter sleeves,regular sleeves,default,./../Data/train_images/051487.jpg
51488,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,sleeveless,regular sleeves,knitted,./../Data/train_images/051488.jpg
51489,Women Tops & Tunics,10,white,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051489.jpg
51490,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051490.jpg
51491,Women Tops & Tunics,10,navy blue,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted,./../Data/train_images/051491.jpg
51492,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051492.jpg
51493,Women Tops & Tunics,10,white,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051493.jpg
51494,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,printed,quirky,short sleeves,sleeveless,knitted,./../Data/train_images/051494.jpg
51495,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051495.jpg
51496,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,long sleeves,regular sleeves,knitted,./../Data/train_images/051496.jpg
51497,Women Tops & Tunics,10,white,regular,crop,round neck,casual,solid,solid,sleeveless,sleeveless,default,./../Data/train_images/051497.jpg
51498,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,knitted,./../Data/train_images/051498.jpg
51499,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051499.jpg
51500,Women Tops & Tunics,10,red,fitted,regular,default,casual,solid,solid,short sleeves,regular sleeves,default,./../Data/train_images/051500.jpg
51501,Women Tops & Tunics,10,black,fitted,regular,square neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051501.jpg
51502,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,default,./../Data/train_images/051502.jpg
51503,Women Tops & Tunics,10,maroon,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,default,knitted,./../Data/train_images/051503.jpg
51504,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051504.jpg
51505,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,knitted,./../Data/train_images/051505.jpg
51506,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051506.jpg
51507,Women Tops & Tunics,10,default,regular,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051507.jpg
51508,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,applique,./../Data/train_images/051508.jpg
51509,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051509.jpg
51510,Women Tops & Tunics,10,red,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051510.jpg
51511,Women Tops & Tunics,10,default,regular,regular,round neck,casual,default,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051511.jpg
51512,Women Tops & Tunics,10,default,regular,regular,default,casual,solid,solid,short sleeves,default,ruffles,./../Data/train_images/051512.jpg
51513,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051513.jpg
51514,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051514.jpg
51515,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051515.jpg
51516,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051516.jpg
51517,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051517.jpg
51518,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051518.jpg
51519,Women Tops & Tunics,10,yellow,fitted,crop,high,casual,default,solid,short sleeves,default,knitted,./../Data/train_images/051519.jpg
51520,Women Tops & Tunics,10,white,fitted,regular,high,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051520.jpg
51521,Women Tops & Tunics,10,maroon,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051521.jpg
51522,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051522.jpg
51523,Women Tops & Tunics,10,red,boxy,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,knitted,./../Data/train_images/051523.jpg
51524,Women Tops & Tunics,10,default,regular,regular,round neck,casual,default,floral,three-quarter sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051524.jpg
51525,Women Tops & Tunics,10,pink,boxy,crop,v-neck,casual,printed,typography,short sleeves,regular sleeves,knitted,./../Data/train_images/051525.jpg
51526,Women Tops & Tunics,10,peach,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default,./../Data/train_images/051526.jpg
51527,Women Tops & Tunics,10,yellow,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051527.jpg
51528,Women Tops & Tunics,10,black,regular,regular,square neck,casual,solid,solid,short sleeves,regular sleeves,ruffles,./../Data/train_images/051528.jpg
51529,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051529.jpg
51530,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,knitted,./../Data/train_images/051530.jpg
51531,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,knitted,./../Data/train_images/051531.jpg
51532,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051532.jpg
51533,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051533.jpg
51534,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051534.jpg
51535,Women Tops & Tunics,10,default,regular,crop,default,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051535.jpg
51536,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,default,./../Data/train_images/051536.jpg
51537,Women Tops & Tunics,10,black,regular,regular,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051537.jpg
51538,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,solid,long sleeves,regular sleeves,tie-ups,./../Data/train_images/051538.jpg
51539,Women Tops & Tunics,10,blue,default,crop,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051539.jpg
51540,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051540.jpg
51541,Women Tops & Tunics,10,white,fitted,crop,square neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051541.jpg
51542,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,default,./../Data/train_images/051542.jpg
51543,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,knitted,./../Data/train_images/051543.jpg
51544,Women Tops & Tunics,10,white,fitted,regular,default,casual,solid,solid,three-quarter sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051544.jpg
51545,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,knitted,./../Data/train_images/051545.jpg
51546,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,knitted,./../Data/train_images/051546.jpg
51547,Women Tops & Tunics,10,blue,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051547.jpg
51548,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,default,solid,sleeveless,sleeveless,knitted,./../Data/train_images/051548.jpg
51549,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,graphic,long sleeves,regular sleeves,knitted,./../Data/train_images/051549.jpg
51550,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051550.jpg
51551,Women Tops & Tunics,10,white,regular,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051551.jpg
51552,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,default,knitted,./../Data/train_images/051552.jpg
51553,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,printed,default,long sleeves,regular sleeves,knitted,./../Data/train_images/051553.jpg
51554,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051554.jpg
51555,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051555.jpg
51556,Women Tops & Tunics,10,black,regular,crop,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051556.jpg
51557,Women Tops & Tunics,10,maroon,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted,./../Data/train_images/051557.jpg
51558,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,knitted,./../Data/train_images/051558.jpg
51559,Women Tops & Tunics,10,maroon,default,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,applique,./../Data/train_images/051559.jpg
51560,Women Tops & Tunics,10,white,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051560.jpg
51561,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,printed,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051561.jpg
51562,Women Tops & Tunics,10,white,fitted,crop,square neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051562.jpg
51563,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups,./../Data/train_images/051563.jpg
51564,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted,./../Data/train_images/051564.jpg
51565,Women Tops & Tunics,10,black,regular,regular,round neck,casual,printed,graphic,short sleeves,default,knitted,./../Data/train_images/051565.jpg
51566,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,ruffles,./../Data/train_images/051566.jpg
51567,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted,./../Data/train_images/051567.jpg
51568,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051568.jpg
51569,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted,./../Data/train_images/051569.jpg
